Q36_Similar_List:6758587,1293715,1569026,124595,1190520,516892,6673532,1533528,616876
Q37_Similar_List:676136,512312,562006,1157158,862833,58305,6742863,523812,6719073
Q38_Similar_List:6765470,6779271,1481697,1547766,598617,1016663,1456177,6729842,193861
Q39_Similar_List:6768139,6623711,1573072,1335542,6735869,616912,572920,563166,553530
Q3_Similar_List:6667089,21076,1341905,1406259,1579645,1267884,1348726,1437010,92609
Q40_Similar_List:6771526,263047,1186796,1356456,89372,74802,686697,1464250,1437801
Q41_Similar_List:6774349,6702954,6791768,6792206,6651164,1488558,6758835,405734,980347
Q42_Similar_List:6778451,6648556,748035,262754,6695531,591033,1210412,6693075,1306793
Q43_Similar_List:6781427,575498,1432246,1429114,607841,387666,119726,1457996,394566
Q44_Similar_List:6785442,1374749,1383564,1334353,6695238,6781427,1597318,6703576,1477932
Q45_Similar_List:6787822,462693,1163762,1357732,540908,1094831,698255,628351,1494695
Q46_Similar_List:6790902,793280,6786583,6646565,1437267,6760441,839557,137827,526651
Q47_Similar_List:6793456,1162557,1152936,1217415,202243,483776,1138858,6632628,365974
Q48_Similar_List:681012,1479573,1125343,626704,214177,1268978,1594271,326711,1275615
Q49_Similar_List:68829,401484,6785068,376006,185506,6716036,6789665,1523400,1479469
Q4_Similar_List:6669678,772909,6746868,516377,1469477,753073,660438,1025134,1456970
Q50_Similar_List:691340,6728409,6709667,773635,297633,1464992,1532686,1230823,6753790
Q51_Similar_List:697490,834493,499608,566328,759147,513017,637981,701582,1378052
Q52_Similar_List:701784,839424,190727,906950,1140611,568372,537175,6623862,166108
Q53_Similar_List:71239,716029,371082,349348,528194,1160949,521079,151489,943288
Q54_Similar_List:721215,519421,809304,349311,481116,818056,621485,650940,620437
Q55_Similar_List:724325,724038,1219261,1188463,1568351,1604750,1555263,1071407,1094919
Q56_Similar_List:729569,543301,392144,724323,314623,137853,634087,182144,990278
Q57_Similar_List:744245,700664,6708132,1596570,559893,791547,914036,500417,1166431
Q58_Similar_List:752086,1555691,656578,1556479,6736262,6649330,1142942,1456522,1272035
Q59_Similar_List:759627,307902,534601,548668,283554,204254,572392,628172,809304
Q5_Similar_List:6673079,87930,1090697,1207020,6770291,6747115,1292169,1581807,6640766
Q60_Similar_List:764824,6713939,6700736,1542882,1467933,1485465,528701,1546128,1443930
Q61_Similar_List:76859,249096,1028581,1490600,345761,1362764,1066825,6671294,1607141
Q62_Similar_List:773443,6639120,1524269,1456059,923748,1446053,1086413,1576657,307827
Q63_Similar_List:781128,268199,526646,1105826,6619290,743100,1170045,1325813,6714386
Q64_Similar_List:793229,1453931,6708356,1140268,1412312,6668615,522262,589168,721156
Q65_Similar_List:799296,188897,1408898,690466,591658,6639751,999744,622254,1422247
Q66_Similar_List:808946,1196463,1048195,536903,1304909,94970,1154482,1031618,6703688
Q67_Similar_List:81646,1506989,1533189,1069450,119935,323295,597445,6712949,784884
Q68_Similar_List:822293,1593396,1094445,6790713,294695,523418,232470,1381276,6725567
Q69_Similar_List:831475,1555410,606765,1181088,1051762,1200750,1122722,1250567,1261031
Q6_Similar_List:6676318,6743855,1272801,1517547,1177614,622964,6667798,6684671,6684807
Q70_Similar_List:83789,6790713,1068159,1215619,6675965,1141759,1486395,1500225,1298293
Q71_Similar_List:842650,59498,1499506,825086,1313489,1236360,237798,6754787,1212776
Q72_Similar_List:848525,1167302,6726589,1375172,97708,6649067,139100,6765549,1118113
Q73_Similar_List:852801,786242,1533426,1402857,292430,866474,1429380,1036908,1187951
Q74_Similar_List:857699,6706104,1186844,1477226,1209928,1511252,1263414,6682332,6715316
Q75_Similar_List:863833,857310,1393829,113327,260671,666281,6615841,811338,905717
Q76_Similar_List:867621,1261539,641965,1605575,1335542,313443,1406634,876236,1582801
Q77_Similar_List:870952,757694,6724570,899041,323739,493834,1258687,1178712,369974
Q78_Similar_List:877542,6698826,691209,1528569,659861,1551373,537321,105856,338927
Q79_Similar_List:883474,1596625,6715204,1281798,1607578,1188088,6757866,1190007,18921
Q7_Similar_List:6678280,1427362,1152095,6740588,6779453,604740,64980,1152687,1452238
Q80_Similar_List:889457,749269,1397446,1102468,1319771,906155,1547947,255163,143998
Q81_Similar_List:895063,727457,1048735,6668189,1311061,1181501,6742590,792329,179132
Q82_Similar_List:901769,6681403,991185,907344,1434743,1154113,1264874,20685,1379477
Q83_Similar_List:907245,1319714,6650641,1091662,1221189,1231266,490821,989882,6715526
Q84_Similar_List:914134,866240,931147,1364902,1329671,1123928,914066,1275142,619386
Q85_Similar_List:918917,486079,643440,1121913,872184,889131,1349068,820913,932285
Q86_Similar_List:92349,638165,916408,504419,288442,320098,1076614,497143,850996
Q87_Similar_List:930289,1488558,6659408,679414,105856,1458730,6668879,1507662,659861
Q88_Similar_List:938444,1547200,688411,1251446,6779718,1258255,1383113,555371,948737
Q89_Similar_List:940756,864126,940101,756934,304373,489826,1051294,852989,398761
Q8_Similar_List:6681074,1376446,232112,1008633,6671332,6644692,1306846,1375176,1510844
Q90_Similar_List:945423,640858,579010,1395155,1441257,867863,878877,940610,1335401
Q91_Similar_List:949905,6651164,1068159,524464,511664,322184,1089375,1517086,278772
Q92_Similar_List:959146,818109,6766705,6790479,1189675,1312883,6696220,1089456,676573
Q93_Similar_List:962517,981589,984227,1521833,952383,1574534,6645899,956845,101518
Q94_Similar_List:972361,122841,574817,1430611,1252251,821403,1132158,136307,1391997
Q95_Similar_List:980608,1122589,6668908,327912,508423,371950,979446,1403966,6716911
Q96_Similar_List:988488,259080,522655,1181748,499730,1440531,327775,108409,688786
Q97_Similar_List:991949,6722884,890579,1078021,803779,1315210,6716667,1093312,677680
Q98_Similar_List:994688,1080986,1133997,1145610,1134818,1120395,6768637,183241,96293
Q99_Similar_List:1007504,929425,6702722,868863,768159,857057,6721680,770999,6726588
Q9_Similar_List:6683693,1574119,1012441,6763289,1441365,1185303,1158872,1294668,1580793
